Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,3329.39,наличный,Гродно,Беларусбанк-YQKK-580,04-07-2020,19:28:11,недостаточно средств,да,154.74
физ. лицо,списание средств,335.94,наличный,Гомель,Приорбанк-OLTW-864,23-09-2007,14:07:03,недостаточно средств,да,8.76
физ. лицо,списание средств,2554.28,безналичный,Могилев,БелАгропромбанк-BYPJ-273,21-01-2004,08:57:50,недостаточно средств,нет,0.0
физ. лицо,списание средств,2802.54,наличный,Минск,Приорбанк-PULC-147,31-07-2012,00:09:18,недостаточно средств,нет,0.0
юр. лицо,списание средств,48.87,наличный,Брест,Белинвестбанк-NPGK-051,03-11-2021,16:38:29,недостаточно средств,нет,0.0
физ. лицо,списание средств,1824.57,наличный,Витебск,МаксБанк-MFSE-213,15-08-2004,15:04:31,недостаточно средств,да,157.48
юр. лицо,списание средств,2783.4,наличный,Гомель,МаксБанк-OPGK-370,20-03-2001,10:35:29,недостаточно средств,да,277.91
физ. лицо,списание средств,962.91,наличный,Витебск,МаксБанк-ANJY-502,23-05-2002,11:10:33,недостаточно средств,да,55.22
юр. лицо,списание средств,2009.8,наличный,Минск,Приорбанк-ASXP-790,06-12-2001,20:52:55,недостаточно средств,нет,0.0
юр. лицо,списание средств,2753.05,наличный,Витебск,БелАгропромбанк-UWOL-748,17-08-2022,17:33:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,4392.76,наличный,Брест,Белинвестбанк-HJFA-182,18-03-2004,00:49:18,недостаточно средств,да,204.03
юр. лицо,списание средств,1210.1,наличный,Гомель,МаксБанк-QHNC-840,04-05-2010,16:27:10,недостаточно средств,нет,0.0
юр. лицо,списание средств,3833.1,наличный,Гомель,Белинвестбанк-ZEXY-896,26-09-2010,15:10:58,недостаточно средств,да,150.98
юр. лицо,списание средств,4570.36,наличный,Минск,МаксБанк-KQON-211,07-12-2010,12:12:54,недостаточно средств,нет,0.0
юр. лицо,списание средств,597.0,наличный,Минск,МаксБанк-DLCU-564,26-10-2023,20:37:41,недостаточно средств,да,27.79
юр. лицо,списание средств,4951.98,наличный,Гродно,БелАгропромбанк-NJXL-743,19-05-2009,20:54:31,недостаточно средств,да,218.57
юр. лицо,списание средств,1946.73,безналичный,Гомель,БелАгропромбанк-LRPT-198,24-01-2003,00:27:48,недостаточно средств,нет,0.0
юр. лицо,списание средств,2108.93,безналичный,Могилев,Приорбанк-NOIL-191,16-05-2020,03:21:21,недостаточно средств,нет,0.0
физ. лицо,списание средств,3411.32,безналичный,Гомель,БелАгропромбанк-KRRR-723,14-06-2002,14:04:50,недостаточно средств,да,38.27
юр. лицо,списание средств,1041.51,наличный,Витебск,Приорбанк-OMCB-910,16-04-2001,18:46:53,недостаточно средств,да,27.15
юр. лицо,списание средств,17.32,наличный,Гомель,БелАгропромбанк-WTCI-191,29-08-2016,10:07:15,недостаточно средств,нет,0.0
юр. лицо,списание средств,3495.26,наличный,Гродно,Приорбанк-XJPX-277,07-08-2009,08:45:24,недостаточно средств,да,64.25
юр. лицо,списание средств,2944.21,безналичный,Могилев,Белинвестбанк-RMNW-538,21-07-2001,05:27:45,недостаточно средств,да,157.88
юр. лицо,списание средств,3439.58,безналичный,Гродно,БелАгропромбанк-TBMT-303,21-01-2003,19:45:47,недостаточно средств,да,102.78
юр. лицо,списание средств,1827.2,безналичный,Могилев,МаксБанк-CLOD-377,31-10-2018,22:48:12,недостаточно средств,нет,0.0
физ. лицо,списание средств,2413.42,безналичный,Гомель,Приорбанк-PGKQ-468,17-08-2021,19:48:23,недостаточно средств,нет,0.0
юр. лицо,списание средств,1113.94,безналичный,Гомель,Приорбанк-BUWX-819,10-06-2000,16:20:39,недостаточно средств,нет,0.0
физ. лицо,списание средств,4446.77,наличный,Гомель,Приорбанк-QATX-244,14-12-2014,12:05:24,недостаточно средств,нет,0.0
физ. лицо,списание средств,916.72,наличный,Могилев,Беларусбанк-CDPV-141,11-02-2010,22:37:00,недостаточно средств,да,25.39
юр. лицо,списание средств,2517.82,наличный,Гомель,Приорбанк-EGCB-313,31-12-2006,12:10:27,недостаточно средств,да,179.08
юр. лицо,списание средств,4440.87,наличный,Могилев,МаксБанк-VGSX-348,17-09-2004,03:38:16,недостаточно средств,да,62.12
юр. лицо,списание средств,1486.99,наличный,Минск,МаксБанк-JYTV-901,21-03-2020,21:35:03,недостаточно средств,да,57.43
физ. лицо,списание средств,3690.59,безналичный,Могилев,Белинвестбанк-RNZE-360,18-02-2007,04:32:11,недостаточно средств,нет,0.0
