Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,4024.6,безналичный,Брест,Беларусбанк-KZYI-415,27-09-2018,13:27:25,неправильный ввод пин-кода,да,337.56
юр. лицо,списание средств,755.91,безналичный,Гомель,Белинвестбанк-LQTS-028,24-02-2003,17:09:19,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4453.7,безналичный,Витебск,Приорбанк-YYNL-334,11-04-2020,04:37:06,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,935.34,безналичный,Брест,Приорбанк-PNEB-211,24-11-2018,22:45:40,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2060.46,наличный,Гомель,БелАгропромбанк-JOKC-823,25-12-2004,18:50:05,неправильный ввод пин-кода,да,127.18
физ. лицо,списание средств,2013.55,безналичный,Гомель,Приорбанк-ZFOL-403,27-09-2011,00:52:34,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4063.79,наличный,Витебск,МаксБанк-ZGQH-735,02-12-2013,20:28:48,неправильный ввод пин-кода,да,267.37
физ. лицо,списание средств,814.08,наличный,Гродно,Беларусбанк-YSZU-728,27-05-2000,04:25:58,неправильный ввод пин-кода,да,10.13
юр. лицо,списание средств,787.26,безналичный,Гродно,Приорбанк-SHNC-409,01-10-2004,05:51:51,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2010.83,безналичный,Гомель,Беларусбанк-HPCP-529,07-03-2003,00:08:02,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4464.85,наличный,Гомель,БелАгропромбанк-QKOH-428,22-08-2015,03:39:54,неправильный ввод пин-кода,да,428.48
физ. лицо,списание средств,4253.68,наличный,Могилев,Приорбанк-NQZI-782,04-07-2014,22:28:03,неправильный ввод пин-кода,да,247.09
юр. лицо,списание средств,4338.11,наличный,Минск,Приорбанк-UTKI-931,28-01-2019,08:20:01,неправильный ввод пин-кода,да,342.25
юр. лицо,списание средств,3606.28,наличный,Могилев,БелАгропромбанк-EDZX-008,05-09-2001,12:32:18,неправильный ввод пин-кода,да,294.13
юр. лицо,списание средств,3059.32,наличный,Витебск,Приорбанк-WQLC-337,09-05-2004,01:19:53,неправильный ввод пин-кода,да,238.99
физ. лицо,списание средств,2457.18,наличный,Витебск,Беларусбанк-PRVX-105,11-08-2015,13:54:29,неправильный ввод пин-кода,да,44.09
юр. лицо,списание средств,1837.54,безналичный,Брест,БелАгропромбанк-PBAE-047,02-06-2006,23:30:54,неправильный ввод пин-кода,да,171.63
физ. лицо,списание средств,2495.0,безналичный,Брест,Белинвестбанк-IKHL-782,20-06-2010,04:50:51,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2179.27,безналичный,Гомель,МаксБанк-AICK-445,16-10-2024,02:01:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4421.19,безналичный,Брест,Беларусбанк-YOTP-706,10-01-2003,16:32:19,неправильный ввод пин-кода,да,63.99
юр. лицо,списание средств,2608.87,безналичный,Гродно,БелАгропромбанк-HGFM-088,06-08-2013,17:54:07,неправильный ввод пин-кода,да,104.95
физ. лицо,списание средств,3680.83,наличный,Гомель,МаксБанк-UPDD-765,21-03-2022,13:29:29,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,513.13,безналичный,Гомель,Беларусбанк-YKLI-627,07-07-2021,22:07:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,760.7,безналичный,Гомель,МаксБанк-PRRZ-867,04-10-2005,15:41:52,неправильный ввод пин-кода,да,38.01
юр. лицо,списание средств,1270.92,безналичный,Гродно,Беларусбанк-GBRD-660,17-07-2015,23:55:40,неправильный ввод пин-кода,да,79.14
физ. лицо,списание средств,1656.65,безналичный,Гродно,МаксБанк-FVNM-217,27-06-2014,04:53:33,неправильный ввод пин-кода,да,80.45
юр. лицо,списание средств,3135.67,наличный,Витебск,БелАгропромбанк-HEPS-431,31-05-2005,21:27:28,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3428.69,безналичный,Брест,Белинвестбанк-RUOQ-753,17-09-2000,03:31:54,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,852.17,наличный,Могилев,Беларусбанк-VZEI-647,14-10-2022,23:20:27,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4849.07,наличный,Гродно,МаксБанк-FTLZ-748,17-07-2005,04:55:30,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3052.06,наличный,Гомель,Белинвестбанк-WOVP-772,25-08-2000,05:42:18,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3375.31,наличный,Гродно,Беларусбанк-OAUM-758,16-04-2014,13:53:04,неправильный ввод пин-кода,да,34.79
физ. лицо,списание средств,3019.61,наличный,Гомель,БелАгропромбанк-WILY-577,02-06-2003,12:16:49,неправильный ввод пин-кода,да,170.55
юр. лицо,списание средств,1221.69,наличный,Брест,МаксБанк-ZGFD-134,12-07-2014,00:38:36,неправильный ввод пин-кода,нет,0.0
